asset,metric,phase,feature,importance
tesla,stockprice,full,counts__market,0.0065174103
tesla,stockprice,full,counts__price,-0.0033073425
tesla,stockprice,full,counts__profit,0.0047016144
tesla,stockprice,full,counts__loss,0.0060596466
tesla,stockprice,full,counts__revenue,-0.037324905
tesla,stockprice,full,counts__inflation,-0.016946793
tesla,stockprice,full,counts__interest,0.01374054
tesla,stockprice,full,counts__bitcoin,-0.00248909
tesla,stockprice,full,counts__dogecoin,-0.0010204315
tesla,stockprice,full,counts__crypto,0.0018997192
tesla,stockprice,full,counts__ethereum,0.0
tesla,stockprice,full,counts__spacex,0.005935669
tesla,stockprice,full,counts__model,0.008457184
tesla,stockprice,full,counts__cybertruck,0.001033783
tesla,stockprice,full,counts__starship,0.080078125
tesla,stockprice,full,counts__buy,0.0082530975
tesla,stockprice,full,counts__sell,8.010864e-05
tesla,stockprice,full,counts__likeCount,0.058732986
tesla,stockprice,full,counts__quoteCount,-0.00406456
tesla,stockprice,full,counts__retweetCount,0.08211517
tesla,stockprice,full,counts__replyCount,0.007221222
tesla,stockprice,full,scores__neg,0.0335083
tesla,stockprice,full,scores__neu,-0.0057029724
tesla,stockprice,full,scores__pos,0.038951874
tesla,stockprice,full,scores__anger,-0.040742874
tesla,stockprice,full,scores__disgust,0.01486969
tesla,stockprice,full,scores__fear,0.013856888
tesla,stockprice,full,scores__joy,0.016017914
tesla,stockprice,full,scores__neutral,0.015188217
tesla,stockprice,full,scores__sadness,0.10290527
tesla,stockprice,full,scores__surprise,0.16723824
tesla,stockprice,full,scores__news_social_concern,-0.064668655
tesla,stockprice,full,binary__no_tweets,-0.002998352
tesla,stockprice,phase1,scores__Extroversion,-0.023875237
tesla,stockprice,phase1,scores__Neuroticism,-0.010211468
tesla,stockprice,phase1,scores__Agreeableness,0.0042381287
tesla,stockprice,phase1,scores__Conscientiousness,0.0013318062
tesla,stockprice,phase1,scores__Openness,-0.015880585
tesla,stockprice,phase1,scores__arts_culture,0.0054326057
tesla,stockprice,phase1,scores__business_entrepreneurs,0.001001358
tesla,stockprice,phase1,scores__celebrity_pop_culture,0.0049438477
tesla,stockprice,phase1,scores__diaries_daily_life,0.0003619194
tesla,stockprice,phase1,scores__family,-0.0054507256
tesla,stockprice,phase1,scores__fashion_style,-0.0060124397
tesla,stockprice,phase1,scores__film_tv_video,0.018013954
tesla,stockprice,phase1,scores__fitness_&_health,0.0042476654
tesla,stockprice,phase1,scores__food_&_dining,-0.0072021484
tesla,stockprice,phase1,scores__gaming,-0.0005402565
tesla,stockprice,phase1,scores__learning_educational,0.007733822
tesla,stockprice,phase1,scores__music,-0.0031938553
tesla,stockprice,phase1,scores__other_hobbies,-0.018278599
tesla,stockprice,phase1,scores__relationships,-0.048258305
tesla,stockprice,phase1,scores__science_technology,0.008611679
tesla,stockprice,phase1,scores__sports,-0.011212826
tesla,stockprice,phase1,scores__travel_adventure,-0.0027403831
tesla,stockprice,phase1,scores__youth_student_life,-0.012087345
tesla,stockprice,phase1,counts__tweet_count,-0.005024433
tesla,stockprice,phase1,counts__nlp_tweet_count,-0.004085541
tesla,stockprice,phase1,counts__tesla,-0.0014195442
tesla,stockprice,phase1,counts__stock,0.0
tesla,stockprice,phase1,counts__market,0.0
tesla,stockprice,phase1,counts__price,1.1444092e-05
tesla,stockprice,phase1,counts__profit,0.0
tesla,stockprice,phase1,counts__loss,0.0
tesla,stockprice,phase1,counts__revenue,0.0
tesla,stockprice,phase1,counts__inflation,0.0
tesla,stockprice,phase1,counts__interest,0.0
tesla,stockprice,phase1,counts__bitcoin,0.0
tesla,stockprice,phase1,counts__dogecoin,0.0
tesla,stockprice,phase1,counts__crypto,0.0
tesla,stockprice,phase1,counts__ethereum,0.0
tesla,stockprice,phase1,counts__spacex,-0.0005044937
tesla,stockprice,phase1,counts__model,-0.0008368492
tesla,stockprice,phase1,counts__cybertruck,0.0
tesla,stockprice,phase1,counts__starship,0.0
tesla,stockprice,phase1,counts__buy,-0.0013771057
tesla,stockprice,phase1,counts__sell,0.0018153191
tesla,stockprice,phase1,counts__likeCount,-0.037548542
tesla,stockprice,phase1,counts__quoteCount,-0.015848637
tesla,stockprice,phase1,counts__retweetCount,-0.000954628
tesla,stockprice,phase1,counts__replyCount,0.03258133
tesla,stockprice,phase1,scores__neg,-0.013915062
tesla,stockprice,phase1,scores__neu,-0.035321712
tesla,stockprice,phase1,scores__pos,-0.046709538
tesla,stockprice,phase1,scores__anger,-0.036449432
tesla,stockprice,phase1,scores__disgust,-0.0046482086
tesla,stockprice,phase1,scores__fear,-0.01240015
tesla,stockprice,phase1,scores__joy,0.020528793
tesla,stockprice,phase1,scores__neutral,-0.016943932
tesla,stockprice,phase1,scores__sadness,0.037134647
tesla,stockprice,phase1,scores__surprise,-0.009798527
tesla,stockprice,phase1,scores__news_social_concern,0.021109581
tesla,stockprice,phase1,binary__no_tweets,0.0063257217
tesla,stockprice,phase2,scores__Extroversion,-0.056735992
tesla,stockprice,phase2,scores__Neuroticism,0.02051735
tesla,stockprice,phase2,scores__Agreeableness,-0.0016880035
tesla,stockprice,phase2,scores__Conscientiousness,-0.08516693
tesla,stockprice,phase2,scores__Openness,-0.009477615
tesla,stockprice,phase2,scores__arts_culture,0.009511948
tesla,stockprice,phase2,scores__business_entrepreneurs,-0.020397186
tesla,stockprice,phase2,scores__celebrity_pop_culture,-0.00582695
tesla,stockprice,phase2,scores__diaries_daily_life,-0.011232376
tesla,stockprice,phase2,scores__family,-0.07033157
tesla,stockprice,phase2,scores__fashion_style,0.0073986053
tesla,stockprice,phase2,scores__film_tv_video,0.029127121
tesla,stockprice,phase2,scores__fitness_&_health,0.027809143
tesla,stockprice,phase2,scores__food_&_dining,-0.043504715
tesla,stockprice,phase2,scores__gaming,-0.0004119873
tesla,stockprice,phase2,scores__learning_educational,0.0005836487
tesla,stockprice,phase2,scores__music,-0.0338459
tesla,stockprice,phase2,scores__other_hobbies,-0.060634613
tesla,stockprice,phase2,scores__relationships,-0.032474518
tesla,stockprice,phase2,scores__science_technology,-0.01464653
tesla,stockprice,phase2,scores__sports,-0.0050086975
tesla,stockprice,phase2,scores__travel_adventure,-0.026618958
tesla,stockprice,phase2,scores__youth_student_life,0.019132614
tesla,stockprice,phase2,counts__tweet_count,0.01996994
tesla,stockprice,phase2,counts__nlp_tweet_count,-0.010389328
tesla,stockprice,phase2,counts__tesla,0.008659363
tesla,stockprice,phase2,counts__stock,0.004179001
tesla,stockprice,phase2,counts__market,0.00076675415
tesla,stockprice,phase2,counts__price,-0.003332138
tesla,stockprice,phase2,counts__profit,0.0
tesla,stockprice,phase2,counts__loss,0.0
tesla,stockprice,phase2,counts__revenue,0.005056381
tesla,stockprice,phase2,counts__inflation,0.02073288
tesla,stockprice,phase2,counts__interest,-0.0023155212
tesla,stockprice,phase2,counts__bitcoin,-0.00053596497
tesla,stockprice,phase2,counts__dogecoin,0.007890701
tesla,stockprice,phase2,counts__crypto,-0.00018882751
tesla,stockprice,phase2,counts__ethereum,0.0043258667
tesla,stockprice,phase2,counts__spacex,-0.0063438416
tesla,stockprice,phase2,counts__model,0.004211426
tesla,stockprice,phase2,counts__cybertruck,-6.67572e-05
tesla,stockprice,phase2,counts__starship,-0.009466171
tesla,stockprice,phase2,counts__buy,-0.013687134
tesla,stockprice,phase2,counts__sell,-0.008087158
tesla,stockprice,phase2,counts__likeCount,-0.010690689
tesla,stockprice,phase2,counts__quoteCount,-0.011638641
tesla,stockprice,phase2,counts__retweetCount,0.013706207
tesla,stockprice,phase2,counts__replyCount,0.11608696
tesla,stockprice,phase2,scores__neg,-0.04024887
tesla,stockprice,phase2,scores__neu,-0.08708382
tesla,stockprice,phase2,scores__pos,-0.05917549
tesla,stockprice,phase2,scores__anger,-0.0476017
tesla,stockprice,phase2,scores__disgust,0.15595055
tesla,stockprice,phase2,scores__fear,0.27553368
tesla,stockprice,phase2,scores__joy,0.07870865
tesla,stockprice,phase2,scores__neutral,0.07510567
tesla,stockprice,phase2,scores__sadness,-0.09449768
tesla,stockprice,phase2,scores__surprise,0.34013748
tesla,stockprice,phase2,scores__news_social_concern,-0.06587219
tesla,stockprice,phase2,binary__no_tweets,-0.00166893
tesla,stockprice,phase3,scores__Extroversion,-0.008602142
tesla,stockprice,phase3,scores__Neuroticism,-0.00078964233
tesla,stockprice,phase3,scores__Agreeableness,-0.0004234314
tesla,stockprice,phase3,scores__Conscientiousness,0.0013332367
tesla,stockprice,phase3,scores__Openness,-0.00018501282
tesla,stockprice,phase3,scores__arts_culture,0.0225029
tesla,stockprice,phase3,scores__business_entrepreneurs,0.0008239746
tesla,stockprice,phase3,scores__celebrity_pop_culture,5.722046e-06
tesla,stockprice,phase3,scores__diaries_daily_life,0.007791519
tesla,stockprice,phase3,scores__family,0.0131492615
tesla,stockprice,phase3,scores__fashion_style,-0.007806778
tesla,stockprice,phase3,scores__film_tv_video,0.015756607
tesla,stockprice,phase3,scores__fitness_&_health,-0.010885239
tesla,stockprice,phase3,scores__food_&_dining,-0.0074062347
tesla,stockprice,phase3,scores__gaming,0.021930695
tesla,stockprice,phase3,scores__learning_educational,-0.004333496
tesla,stockprice,phase3,scores__music,-0.004085541
tesla,stockprice,phase3,scores__other_hobbies,-0.024490356
tesla,stockprice,phase3,scores__relationships,0.0017986298
tesla,stockprice,phase3,scores__science_technology,-0.006160736
tesla,stockprice,phase3,scores__sports,-0.001045227
tesla,stockprice,phase3,scores__travel_adventure,-0.0056438446
tesla,stockprice,phase3,scores__youth_student_life,0.0076007843
tesla,stockprice,phase3,counts__tweet_count,-0.102947235
tesla,stockprice,phase3,counts__nlp_tweet_count,-0.0085372925
tesla,stockprice,phase3,counts__tesla,0.021623611
tesla,stockprice,phase3,counts__stock,0.04276657
tesla,stockprice,phase3,counts__market,-0.032649994
tesla,stockprice,phase3,counts__price,0.003358841
tesla,stockprice,phase3,counts__profit,0.08919144
tesla,stockprice,phase3,counts__loss,0.026958466
tesla,stockprice,phase3,counts__revenue,-0.0052433014
tesla,stockprice,phase3,counts__inflation,-0.038204193
tesla,stockprice,phase3,counts__interest,0.015451431
tesla,stockprice,phase3,counts__bitcoin,0.008926392
tesla,stockprice,phase3,counts__dogecoin,0.0
tesla,stockprice,phase3,counts__crypto,0.010004044
tesla,stockprice,phase3,counts__ethereum,0.0
tesla,stockprice,phase3,counts__spacex,0.012310028
tesla,stockprice,phase3,counts__model,0.0036945343
tesla,stockprice,phase3,counts__cybertruck,0.009153366
tesla,stockprice,phase3,counts__starship,0.014871597
tesla,stockprice,phase3,counts__buy,-0.037755966
tesla,stockprice,phase3,counts__sell,0.06886101
tesla,stockprice,phase3,counts__likeCount,0.034687042
tesla,stockprice,phase3,counts__quoteCount,-0.010295868
tesla,stockprice,phase3,counts__retweetCount,0.037813187
tesla,stockprice,phase3,counts__replyCount,0.08871269
tesla,stockprice,phase3,scores__neg,-0.027069092
tesla,stockprice,phase3,scores__neu,-0.06204605
tesla,stockprice,phase3,scores__pos,0.047031403
tesla,stockprice,phase3,scores__anger,-0.13030434
tesla,stockprice,phase3,scores__disgust,-0.06553078
tesla,stockprice,phase3,scores__fear,0.019578934
tesla,stockprice,phase3,scores__joy,-0.058193207
tesla,stockprice,phase3,scores__neutral,-0.00790596
tesla,stockprice,phase3,scores__sadness,0.021961212
tesla,stockprice,phase3,scores__surprise,0.06458092
tesla,stockprice,phase3,scores__news_social_concern,-0.00093460083
tesla,stockprice,phase3,binary__no_tweets,0.0
tesla,stockprice,phase4,scores__Extroversion,0.035381317
tesla,stockprice,phase4,scores__Neuroticism,0.034427643
tesla,stockprice,phase4,scores__Agreeableness,0.021568298
tesla,stockprice,phase4,scores__Conscientiousness,-0.012767792
tesla,stockprice,phase4,scores__Openness,-0.013259888
tesla,stockprice,phase4,scores__arts_culture,0.03807068
tesla,stockprice,phase4,scores__business_entrepreneurs,-0.005378723
tesla,stockprice,phase4,scores__celebrity_pop_culture,0.04924774
tesla,stockprice,phase4,scores__diaries_daily_life,0.036685944
tesla,stockprice,phase4,scores__family,-0.006816864
tesla,stockprice,phase4,scores__fashion_style,0.035316467
tesla,stockprice,phase4,scores__film_tv_video,-0.056430817
tesla,stockprice,phase4,scores__fitness_&_health,0.10897827
tesla,stockprice,phase4,scores__food_&_dining,-0.05921173
tesla,stockprice,phase4,scores__gaming,-0.008586884
tesla,stockprice,phase4,scores__learning_educational,-0.032699585
tesla,stockprice,phase4,scores__music,-0.0097465515
tesla,stockprice,phase4,scores__other_hobbies,0.040348053
tesla,stockprice,phase4,scores__relationships,-0.025371552
tesla,stockprice,phase4,scores__science_technology,0.11907959
tesla,stockprice,phase4,scores__sports,-0.07689285
tesla,stockprice,phase4,scores__travel_adventure,0.0023880005
tesla,stockprice,phase4,scores__youth_student_life,0.14552689
tesla,stockprice,phase4,counts__tweet_count,0.03147888
tesla,stockprice,phase4,counts__nlp_tweet_count,-0.039531708
tesla,stockprice,phase4,counts__tesla,0.032596588
tesla,stockprice,phase4,counts__stock,-0.11317825
tesla,stockprice,phase4,counts__market,-0.029449463
tesla,stockprice,phase4,counts__price,0.0049209595
tesla,stockprice,phase4,counts__profit,-0.023288727
tesla,stockprice,phase4,counts__loss,0.014888763
tesla,stockprice,phase4,counts__revenue,-0.024154663
tesla,stockprice,phase4,counts__inflation,0.023036957
tesla,stockprice,phase4,counts__interest,0.06699753
tesla,stockprice,phase4,counts__bitcoin,0.0
tesla,stockprice,phase4,counts__dogecoin,0.0
tesla,stockprice,phase4,counts__crypto,0.0
tesla,stockprice,phase4,counts__ethereum,0.0
tesla,stockprice,phase4,counts__spacex,0.0068511963
tesla,stockprice,phase4,counts__model,-0.033672333
tesla,stockprice,phase4,counts__cybertruck,-0.05939865
tesla,stockprice,phase4,counts__starship,-0.022773743
tesla,stockprice,phase4,counts__buy,0.004787445
tesla,stockprice,phase4,counts__sell,0.014537811
tesla,stockprice,phase4,counts__likeCount,0.03126526
tesla,stockprice,phase4,counts__quoteCount,-0.01518631
tesla,stockprice,phase4,counts__retweetCount,0.011245728
tesla,stockprice,phase4,counts__replyCount,-0.016223907
tesla,stockprice,phase4,scores__neg,-0.010341644
tesla,stockprice,phase4,scores__neu,0.11869812
tesla,stockprice,phase4,scores__pos,-0.22610855
tesla,stockprice,phase4,scores__anger,0.009269714
tesla,stockprice,phase4,scores__disgust,-0.2842903
tesla,stockprice,phase4,scores__fear,-0.1432724
tesla,stockprice,phase4,scores__joy,-0.68694687
tesla,stockprice,phase4,scores__neutral,0.38537216
tesla,stockprice,phase4,scores__sadness,-0.3545494
tesla,stockprice,phase4,scores__surprise,0.36160278
tesla,stockprice,phase4,scores__news_social_concern,0.09080505
tesla,stockprice,phase4,binary__no_tweets,0.0
tesla,volatility,full,scores__Extroversion,0.0016021729
tesla,volatility,full,scores__Neuroticism,-0.0017051697
tesla,volatility,full,scores__Agreeableness,0.0007095337
tesla,volatility,full,scores__Conscientiousness,0.002571106
tesla,volatility,full,scores__Openness,0.0019721985
tesla,volatility,full,scores__arts_culture,0.022636414
tesla,volatility,full,scores__business_entrepreneurs,-0.017852783
tesla,volatility,full,scores__celebrity_pop_culture,0.00016784668
tesla,volatility,full,scores__diaries_daily_life,-0.009944916
tesla,volatility,full,scores__family,-0.048797607
tesla,volatility,full,scores__fashion_style,-0.005290985
tesla,volatility,full,scores__film_tv_video,-0.004535675
tesla,volatility,full,scores__fitness_&_health,0.016933441
tesla,volatility,full,scores__food_&_dining,-0.0036964417
tesla,volatility,full,scores__gaming,0.003917694
tesla,volatility,full,scores__learning_educational,0.0107803345
tesla,volatility,full,scores__music,0.0067749023
tesla,volatility,full,scores__other_hobbies,0.012096405
tesla,volatility,full,scores__relationships,0.030887604
tesla,volatility,full,scores__science_technology,0.02084732
tesla,volatility,full,scores__sports,0.016609192
tesla,volatility,full,scores__travel_adventure,-0.003627777
tesla,volatility,full,scores__youth_student_life,-0.017692566
tesla,volatility,full,counts__tweet_count,0.0067710876
tesla,volatility,full,counts__nlp_tweet_count,0.025592804
tesla,volatility,full,counts__tesla,0.03177643
tesla,volatility,full,counts__stock,0.0013237
tesla,volatility,full,counts__market,-0.0069465637
tesla,volatility,full,counts__price,-0.0026817322
tesla,volatility,full,counts__profit,-7.247925e-05
tesla,volatility,full,counts__loss,-0.0015907288
tesla,volatility,full,counts__revenue,-0.028305054
tesla,volatility,full,counts__inflation,0.0064697266
tesla,volatility,full,counts__interest,-0.0027275085
tesla,volatility,full,counts__bitcoin,-0.00075531006
tesla,volatility,full,counts__dogecoin,0.0002937317
tesla,volatility,full,counts__crypto,0.00018310547
tesla,volatility,full,counts__ethereum,0.0
tesla,volatility,full,counts__spacex,-0.019870758
tesla,volatility,full,counts__model,-1.5258789e-05
tesla,volatility,full,counts__cybertruck,-0.003921509
tesla,volatility,full,counts__starship,-0.0015830994
tesla,volatility,full,counts__buy,0.013252258
tesla,volatility,full,counts__sell,0.011234283
tesla,volatility,full,counts__likeCount,-0.026725769
tesla,volatility,full,counts__quoteCount,0.025238037
tesla,volatility,full,counts__retweetCount,-0.0010070801
tesla,volatility,full,counts__replyCount,-0.044448853
tesla,volatility,full,scores__neg,-0.04027176
tesla,volatility,full,scores__neu,-0.011245728
tesla,volatility,full,scores__pos,0.017032623
tesla,volatility,full,scores__anger,0.05161667
tesla,volatility,full,scores__disgust,-0.018032074
tesla,volatility,full,scores__fear,0.016719818
tesla,volatility,full,scores__joy,-0.046741486
tesla,volatility,full,scores__neutral,-0.0052719116
tesla,volatility,full,scores__sadness,0.042633057
tesla,volatility,full,scores__surprise,0.024578094
tesla,volatility,full,scores__news_social_concern,0.03776169
tesla,volatility,full,binary__no_tweets,-0.0014038086
tesla,volatility,phase1,scores__Extroversion,0.006788254
tesla,volatility,phase1,scores__Neuroticism,-0.012271881
tesla,volatility,phase1,scores__Agreeableness,0.022031784
tesla,volatility,phase1,scores__Conscientiousness,0.015329361
tesla,volatility,phase1,scores__Openness,-0.0027828217
tesla,volatility,phase1,scores__arts_culture,-0.009490967
tesla,volatility,phase1,scores__business_entrepreneurs,0.0056171417
tesla,volatility,phase1,scores__celebrity_pop_culture,0.0038318634
tesla,volatility,phase1,scores__diaries_daily_life,-0.011413574
tesla,volatility,phase1,scores__family,-0.02321434
tesla,volatility,phase1,scores__fashion_style,-0.036424637
tesla,volatility,phase1,scores__film_tv_video,-0.024456024
tesla,volatility,phase1,scores__fitness_&_health,0.20349884
tesla,volatility,phase1,scores__food_&_dining,0.026748657
tesla,volatility,phase1,scores__gaming,-1.335144e-05
tesla,volatility,phase1,scores__learning_educational,-0.0012931824
tesla,volatility,phase1,scores__music,0.10709953
tesla,volatility,phase1,scores__other_hobbies,-0.0291996
tesla,volatility,phase1,scores__relationships,-0.0075359344
tesla,volatility,phase1,scores__science_technology,0.032144547
tesla,volatility,phase1,scores__sports,-0.00018692017
tesla,volatility,phase1,scores__travel_adventure,0.018728256
tesla,volatility,phase1,scores__youth_student_life,0.044485092
tesla,volatility,phase1,counts__tweet_count,-0.007221222
tesla,volatility,phase1,counts__nlp_tweet_count,0.020780563
tesla,volatility,phase1,counts__tesla,0.010633469
tesla,volatility,phase1,counts__stock,0.0
tesla,volatility,phase1,counts__market,0.0
tesla,volatility,phase1,counts__price,0.00066947937
tesla,volatility,phase1,counts__profit,0.0
tesla,volatility,phase1,counts__loss,0.0
tesla,volatility,phase1,counts__revenue,0.0
tesla,volatility,phase1,counts__inflation,0.0
tesla,volatility,phase1,counts__interest,0.0
tesla,volatility,phase1,counts__bitcoin,0.0
tesla,volatility,phase1,counts__dogecoin,0.0
tesla,volatility,phase1,counts__crypto,0.0
tesla,volatility,phase1,counts__ethereum,0.0
tesla,volatility,phase1,counts__spacex,-0.010574341
tesla,volatility,phase1,counts__model,-0.0016384125
tesla,volatility,phase1,counts__cybertruck,0.0
tesla,volatility,phase1,counts__starship,0.0
tesla,volatility,phase1,counts__buy,0.001947403
tesla,volatility,phase1,counts__sell,-0.0025939941
tesla,volatility,phase1,counts__likeCount,0.06541824
tesla,volatility,phase1,counts__quoteCount,0.023704529
tesla,volatility,phase1,counts__retweetCount,0.025115967
tesla,volatility,phase1,counts__replyCount,0.009479523
tesla,volatility,phase1,scores__neg,-0.04073906
tesla,volatility,phase1,scores__neu,-0.09959602
tesla,volatility,phase1,scores__pos,0.32076454
tesla,volatility,phase1,scores__anger,-0.04307747
tesla,volatility,phase1,scores__disgust,0.03100586
tesla,volatility,phase1,scores__fear,0.06684303
tesla,volatility,phase1,scores__joy,0.029457092
tesla,volatility,phase1,scores__neutral,-0.009721756
tesla,volatility,phase1,scores__sadness,0.05805397
tesla,volatility,phase1,scores__surprise,-0.008808136
tesla,volatility,phase1,scores__news_social_concern,-0.1970501
tesla,volatility,phase1,binary__no_tweets,-0.009782791
tesla,volatility,phase2,scores__Extroversion,-0.15598679
tesla,volatility,phase2,scores__Neuroticism,-0.41275406
tesla,volatility,phase2,scores__Agreeableness,-0.1839962
tesla,volatility,phase2,scores__Conscientiousness,0.20988846
tesla,volatility,phase2,scores__Openness,-0.22720146
tesla,volatility,phase2,scores__arts_culture,0.07246399
tesla,volatility,phase2,scores__business_entrepreneurs,0.04564476
tesla,volatility,phase2,scores__celebrity_pop_culture,-0.038337708
tesla,volatility,phase2,scores__diaries_daily_life,0.10486412
tesla,volatility,phase2,scores__family,-0.057777405
tesla,volatility,phase2,scores__fashion_style,-0.039548874
tesla,volatility,phase2,scores__film_tv_video,-0.08497238
tesla,volatility,phase2,scores__fitness_&_health,0.026151657
tesla,volatility,phase2,scores__food_&_dining,0.09532547
tesla,volatility,phase2,scores__gaming,-0.020824432
tesla,volatility,phase2,scores__learning_educational,-0.12661552
tesla,volatility,phase2,scores__music,-0.26593018
tesla,volatility,phase2,scores__other_hobbies,0.087127686
tesla,volatility,phase2,scores__relationships,-0.2742977
tesla,volatility,phase2,scores__science_technology,0.16090965
tesla,volatility,phase2,scores__sports,-0.19543839
tesla,volatility,phase2,scores__travel_adventure,-0.33724213
tesla,volatility,phase2,scores__youth_student_life,0.044210434
tesla,volatility,phase2,counts__tweet_count,0.030895233
tesla,volatility,phase2,counts__nlp_tweet_count,0.030330658
tesla,volatility,phase2,counts__tesla,0.030418396
tesla,volatility,phase2,counts__stock,-0.0039691925
tesla,volatility,phase2,counts__market,0.00032043457
tesla,volatility,phase2,counts__price,0.002571106
tesla,volatility,phase2,counts__profit,0.0
tesla,volatility,phase2,counts__loss,0.0
tesla,volatility,phase2,counts__revenue,-0.009246826
tesla,volatility,phase2,counts__inflation,-0.012121201
tesla,volatility,phase2,counts__interest,-0.0023593903
tesla,volatility,phase2,counts__bitcoin,8.773804e-05
tesla,volatility,phase2,counts__dogecoin,0.0014572144
tesla,volatility,phase2,counts__crypto,0.0017795563
tesla,volatility,phase2,counts__ethereum,-0.0016441345
tesla,volatility,phase2,counts__spacex,0.019851685
tesla,volatility,phase2,counts__model,0.009714127
tesla,volatility,phase2,counts__cybertruck,0.0018081665
tesla,volatility,phase2,counts__starship,-0.006090164
tesla,volatility,phase2,counts__buy,-0.018360138
tesla,volatility,phase2,counts__sell,-0.025661469
tesla,volatility,phase2,counts__likeCount,0.008544922
tesla,volatility,phase2,counts__quoteCount,-0.040973663
tesla,volatility,phase2,counts__retweetCount,0.0076503754
tesla,volatility,phase2,counts__replyCount,0.058193207
tesla,volatility,phase2,scores__neg,-0.34272575
tesla,volatility,phase2,scores__neu,-0.17573166
tesla,volatility,phase2,scores__pos,0.06094742
tesla,volatility,phase2,scores__anger,0.008333206
tesla,volatility,phase2,scores__disgust,-0.025354385
tesla,volatility,phase2,scores__fear,-0.33445168
tesla,volatility,phase2,scores__joy,0.35673904
tesla,volatility,phase2,scores__neutral,0.27256012
tesla,volatility,phase2,scores__sadness,0.14309883
tesla,volatility,phase2,scores__surprise,-0.04156685
tesla,volatility,phase2,scores__news_social_concern,0.256279
tesla,volatility,phase2,binary__no_tweets,0.06153679
tesla,volatility,phase3,scores__Extroversion,0.0023536682
tesla,volatility,phase3,scores__Neuroticism,-0.0060310364
tesla,volatility,phase3,scores__Agreeableness,0.0005645752
tesla,volatility,phase3,scores__Conscientiousness,0.02078247
tesla,volatility,phase3,scores__Openness,0.014434814
tesla,volatility,phase3,scores__arts_culture,0.0139427185
tesla,volatility,phase3,scores__business_entrepreneurs,-0.009845734
tesla,volatility,phase3,scores__celebrity_pop_culture,0.006816864
tesla,volatility,phase3,scores__diaries_daily_life,0.0447464
tesla,volatility,phase3,scores__family,0.005458832
tesla,volatility,phase3,scores__fashion_style,-0.0015640259
tesla,volatility,phase3,scores__film_tv_video,-0.016525269
tesla,volatility,phase3,scores__fitness_&_health,-0.024906158
tesla,volatility,phase3,scores__food_&_dining,0.0058135986
tesla,volatility,phase3,scores__gaming,-0.023159027
tesla,volatility,phase3,scores__learning_educational,-0.0032463074
tesla,volatility,phase3,scores__music,-0.04126358
tesla,volatility,phase3,scores__other_hobbies,0.021987915
tesla,volatility,phase3,scores__relationships,0.002254486
tesla,volatility,phase3,scores__science_technology,0.032546997
tesla,volatility,phase3,scores__sports,0.0010185242
tesla,volatility,phase3,scores__travel_adventure,-0.014961243
tesla,volatility,phase3,scores__youth_student_life,0.013095856
tesla,volatility,phase3,counts__tweet_count,0.08536148
tesla,volatility,phase3,counts__nlp_tweet_count,-0.14282608
tesla,volatility,phase3,counts__tesla,-0.13311386
tesla,volatility,phase3,counts__stock,0.0051879883
tesla,volatility,phase3,counts__market,-0.019454956
tesla,volatility,phase3,counts__price,0.14558792
tesla,volatility,phase3,counts__profit,-0.024917603
tesla,volatility,phase3,counts__loss,-0.046157837
tesla,volatility,phase3,counts__revenue,-0.0053100586
tesla,volatility,phase3,counts__inflation,-0.002773285
tesla,volatility,phase3,counts__interest,-0.055599213
tesla,volatility,phase3,counts__bitcoin,0.0011825562
tesla,volatility,phase3,counts__dogecoin,0.0
tesla,volatility,phase3,counts__crypto,0.0014305115
tesla,volatility,phase3,counts__ethereum,0.0
tesla,volatility,phase3,counts__spacex,0.032691956
tesla,volatility,phase3,counts__model,0.012210846
tesla,volatility,phase3,counts__cybertruck,0.13482666
tesla,volatility,phase3,counts__starship,0.005432129
tesla,volatility,phase3,counts__buy,-0.012557983
tesla,volatility,phase3,counts__sell,-0.0119895935
tesla,volatility,phase3,counts__likeCount,0.0053482056
tesla,volatility,phase3,counts__quoteCount,-0.0027656555
tesla,volatility,phase3,counts__retweetCount,0.004020691
tesla,volatility,phase3,counts__replyCount,0.0053482056
tesla,volatility,phase3,scores__neg,-0.005420685
tesla,volatility,phase3,scores__neu,-0.050582886
tesla,volatility,phase3,scores__pos,0.04705429
tesla,volatility,phase3,scores__anger,0.026798248
tesla,volatility,phase3,scores__disgust,-0.055793762
tesla,volatility,phase3,scores__fear,0.02481842
tesla,volatility,phase3,scores__joy,-0.0013427734
tesla,volatility,phase3,scores__neutral,-0.018665314
tesla,volatility,phase3,scores__sadness,0.004283905
tesla,volatility,phase3,scores__surprise,-0.07450104
tesla,volatility,phase3,scores__news_social_concern,0.06413269
tesla,volatility,phase3,binary__no_tweets,0.0
tesla,volatility,phase4,scores__Extroversion,0.00037384033
tesla,volatility,phase4,scores__Neuroticism,-0.032787323
tesla,volatility,phase4,scores__Agreeableness,0.10383606
tesla,volatility,phase4,scores__Conscientiousness,0.03345108
tesla,volatility,phase4,scores__Openness,0.0014686584
tesla,volatility,phase4,scores__arts_culture,-0.04907608
tesla,volatility,phase4,scores__business_entrepreneurs,-0.1194725
tesla,volatility,phase4,scores__celebrity_pop_culture,0.060317993
tesla,volatility,phase4,scores__diaries_daily_life,-0.011051178
tesla,volatility,phase4,scores__family,0.0025978088
tesla,volatility,phase4,scores__fashion_style,0.014122009
